Year,LocationAbbr,LocationDesc,Category,Indicator,Response,Datasource,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,High_Confidence_Interval,Low_Confidence_Interval,SampleSize,Break_Out,LocationID,GeoLocation,SortUSFirst,Break_Out_Category,Break_Out_ID,SortBreakOutID,IndicatorID
2018,MI,Michigan,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.8,,,65.3,58.3,781,25-34,26,"(44.661319543001, -84.71439027)",2,Age,2AGE,5,ADT1_1
2018,ME,Maine,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.4,,,71,65.8,1637,55-64,23,"(45.254228894001, -68.985031336)",2,Age,5AGE,8,ADT1_1
2018,IA,Iowa,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,74.2,,,76.8,71.6,898,35-44,19,"(42.469400913, -93.816490556)",2,Age,3AGE,6,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.9,,,68.3,53.5,183,18-24,47,"(35.68094058, -85.774490914)",2,Age,1AGE,4,ADT1_1
2018,CO,Colorado,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.1,,,70.1,64.1,753,35-44,8,"(38.843840757, -106.133610921)",2,Age,3AGE,6,ADT1_1
2018,NY,New York,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.1,,,71.1,67.1,7628,65+,36,"(42.827001032, -75.543970427)",2,Age,6AGE,9,ADT1_1
2018,IL,Illinois,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.4,,,71.2,63.6,611,45-54,17,"(40.485010283, -88.997710178)",2,Age,4AGE,7,ADT1_1
2018,CA,California,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.5,,,73,68,1314,45-54,6,"(37.638640123, -120.999999538)",2,Age,4AGE,7,ADT1_1
2018,FL,Florida,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.5,,,61.8,53.2,866,25-34,12,"(28.932040377, -81.928960539)",2,Age,2AGE,5,ADT1_1
2018,VT,Vermont,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.6,,,74.2,71,4786,,50,"(43.625381239, -72.517640791)",2,None,,1,ADT1_1
2018,NJ,New Jersey,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.3,,,65.6,51,246,25-34,34,"(40.130570048, -74.273691288)",2,Age,2AGE,5,ADT1_1
2018,OK,Oklahoma,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.3,,,63,53.6,327,25-34,40,"(35.472031356, -97.521070214)",2,Age,2AGE,5,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.1,,,65.1,59.1,898,25-34,53,"(47.522278629, -120.47001079)",2,Age,2AGE,5,ADT1_1
2018,KS,Kansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.9,,,69,66.8,7494,,20,"(38.3477403, -98.200781227)",2,None,,1,ADT1_1
2018,AR,Arkansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.8,,,61.3,56.3,1635,65+,5,"(34.748650124, -92.274490743)",2,Age,6AGE,9,ADT1_1
2018,WV,West Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.5,,,61.9,51.1,220,25-34,54,"(38.665510202, -80.712640135)",2,Age,2AGE,5,ADT1_1
2018,MT,Montana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.4,,,68.2,64.6,3407,,30,"(47.066528972, -109.424420645)",2,None,,1,ADT1_1
2018,MN,Minnesota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75.6,,,77.5,73.7,2113,45-54,27,"(46.355648736, -94.794200503)",2,Age,4AGE,7,ADT1_1
2018,KY,Kentucky,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.5,,,59.7,53.3,1640,65+,21,"(37.645970271, -84.774971048)",2,Age,6AGE,9,ADT1_1
2018,WV,West Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,49.9,,,54,45.8,425,45-54,54,"(38.665510202, -80.712640135)",2,Age,4AGE,7,ADT1_1
2018,WI,Wisconsin,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.3,,,76.6,64,204,18-24,55,"(44.393191174, -89.816370742)",2,Age,1AGE,4,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.9,,,63.4,54.4,465,45-54,47,"(35.68094058, -85.774490914)",2,Age,4AGE,7,ADT1_1
2018,CA,California,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.4,,,73.1,67.7,1439,55-64,6,"(37.638640123, -120.999999538)",2,Age,5AGE,8,ADT1_1
2018,LA,Louisiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.6,,,59.9,49.3,372,25-34,22,"(31.312660644, -92.445680071)",2,Age,2AGE,5,ADT1_1
2018,MN,Minnesota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,76.8,,,78.3,75.3,3893,65+,27,"(46.355648736, -94.794200503)",2,Age,6AGE,9,ADT1_1
2018,NV,Nevada,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.3,,,67.7,58.9,701,65+,32,"(39.49324039, -117.071840564)",2,Age,6AGE,9,ADT1_1
2018,MN,Minnesota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.7,,,72.8,66.6,830,18-24,27,"(46.355648736, -94.794200503)",2,Age,1AGE,4,ADT1_1
2018,KS,Kansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.5,,,71.7,63.3,446,18-24,20,"(38.3477403, -98.200781227)",2,Age,1AGE,4,ADT1_1
2018,OK,Oklahoma,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.4,,,62.1,58.7,3275,,40,"(35.472031356, -97.521070214)",2,None,,1,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.9,,,65,56.8,589,45-54,35,"(34.520880952, -106.240580985)",2,Age,4AGE,7,ADT1_1
2018,MA,Massachusetts,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.7,,,77,68.4,566,35-44,25,"(42.27687047, -72.082690675)",2,Age,3AGE,6,ADT1_1
2018,IN,Indiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.7,,,66.8,62.6,1992,65+,18,"(39.766910452, -86.149960194)",2,Age,6AGE,9,ADT1_1
2018,VT,Vermont,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.3,,,76.2,66.4,343,25-34,50,"(43.625381239, -72.517640791)",2,Age,2AGE,5,ADT1_1
2018,DE,Delaware,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.4,,,68.3,58.5,378,35-44,10,"(39.008830667, -75.577741168)",2,Age,3AGE,6,ADT1_1
2018,NC,North Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.4,,,66.7,58.1,398,25-34,37,"(35.466220975, -79.159250463)",2,Age,2AGE,5,ADT1_1
2018,MT,Montana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.4,,,72,64.8,756,55-64,30,"(47.066528972, -109.424420645)",2,Age,5AGE,8,ADT1_1
2018,GA,Georgia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.7,,,70.8,62.6,453,18-24,13,"(32.839681093, -83.627580346)",2,Age,1AGE,4,ADT1_1
2018,NY,New York,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.8,,,73,68.6,3108,35-44,36,"(42.827001032, -75.543970427)",2,Age,3AGE,6,ADT1_1
2018,ID,Idaho,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.7,,,67.8,63.6,2472,,16,"(43.682630005, -116.363730042)",2,None,,1,ADT1_1
2018,IN,Indiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.5,,,61.9,53.1,371,25-34,18,"(39.766910452, -86.149960194)",2,Age,2AGE,5,ADT1_1
2018,ND,North Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61,,,65.9,56.1,285,25-34,38,"(47.475319779, -100.118421049)",2,Age,2AGE,5,ADT1_1
2018,VA,Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73.1,,,76.3,69.9,893,35-44,51,"(37.542680674, -78.457890463)",2,Age,3AGE,6,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.7,,,62.6,58.8,6888,,48,"(31.827240407, -99.426770206)",2,None,,1,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.2,,,72.5,67.9,1816,55-64,53,"(47.522278629, -120.47001079)",2,Age,5AGE,8,ADT1_1
2018,NH,New Hampshire,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.8,,,76.8,60.8,114,18-24,33,"(43.655950113, -71.50036092)",2,Age,1AGE,4,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.4,,,72.2,66.6,1118,35-44,53,"(47.522278629, -120.47001079)",2,Age,3AGE,6,ADT1_1
2018,MN,Minnesota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.2,,,70.5,65.9,1341,25-34,27,"(46.355648736, -94.794200503)",2,Age,2AGE,5,ADT1_1
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.2,,,69.2,57.2,209,18-24,28,"(32.745510099, -89.538030825)",2,Age,1AGE,4,ADT1_1
2018,KY,Kentucky,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58,,,61.8,54.2,1116,55-64,21,"(37.645970271, -84.774971048)",2,Age,5AGE,8,ADT1_1
2018,NY,New York,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.7,,,73.8,69.6,4151,45-54,36,"(42.827001032, -75.543970427)",2,Age,4AGE,7,ADT1_1
2018,GA,Georgia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.7,,,62,55.4,647,25-34,13,"(32.839681093, -83.627580346)",2,Age,2AGE,5,ADT1_1
2018,US,United States,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.5,,,66.3,64.7,35074,35-44,US,,2,Age,3AGE,6,ADT1_1
2018,NH,New Hampshire,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.9,,,70.7,67.1,4091,,33,"(43.655950113, -71.50036092)",2,None,,1,ADT1_1
2018,RI,Rhode Island,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.2,,,78.1,64.3,172,18-24,44,"(41.708280193, -71.522470314)",2,Age,1AGE,4,ADT1_1
2018,DC,District Columbia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75,,,79.2,70.8,337,25-34,11,"(38.890371385, -77.031961127)",2,Age,2AGE,5,ADT1_1
2018,CT,Connecticut,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,78.2,,,82.6,73.8,328,18-24,9,"(41.56266102, -72.649840952)",2,Age,1AGE,4,ADT1_1
2018,OK,Oklahoma,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.4,,,61,53.8,649,55-64,40,"(35.472031356, -97.521070214)",2,Age,5AGE,8,ADT1_1
2018,AK,Alaska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75,,,80.9,69.1,273,35-44,2,"(64.845079957001, -147.722059036)",2,Age,3AGE,6,ADT1_1
2018,SD,South Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.2,,,75.3,65.1,725,45-54,46,"(44.353130053, -100.373530637)",2,Age,4AGE,7,ADT1_1
2018,OH,Ohio,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.6,,,68.5,64.7,3205,65+,39,"(40.060210141, -82.404260056)",2,Age,6AGE,9,ADT1_1
2018,AL,Alabama,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.8,,,62.4,59.2,4072,,1,"(32.840571122, -86.631860762)",2,None,,1,ADT1_1
2018,OR,Oregon,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,59.7,,,63.6,55.8,456,25-34,41,"(44.567449424, -120.155031326)",2,Age,2AGE,5,ADT1_1
2018,MI,Michigan,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73.7,,,77.3,70.1,587,18-24,26,"(44.661319543001, -84.71439027)",2,Age,1AGE,4,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.7,,,62.8,52.6,333,25-34,47,"(35.68094058, -85.774490914)",2,Age,2AGE,5,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.6,,,59.7,49.5,385,35-44,47,"(35.68094058, -85.774490914)",2,Age,3AGE,6,ADT1_1
2018,VT,Vermont,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73.1,,,77.4,68.8,513,35-44,50,"(43.625381239, -72.517640791)",2,Age,3AGE,6,ADT1_1
2018,VA,Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.7,,,73,70.4,7405,,51,"(37.542680674, -78.457890463)",2,None,,1,ADT1_1
2018,IL,Illinois,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.1,,,69.7,66.5,3617,,17,"(40.485010283, -88.997710178)",2,None,,1,ADT1_1
2018,WY,Wyoming,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.6,,,71.2,62,357,45-54,56,"(43.235541343, -108.109830353)",2,Age,4AGE,7,ADT1_1
2018,NH,New Hampshire,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.1,,,75.7,68.5,634,45-54,33,"(43.655950113, -71.50036092)",2,Age,4AGE,7,ADT1_1
2018,MD,Maryland,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.5,,,71.4,65.6,1150,35-44,24,"(39.290580964, -76.609260111)",2,Age,3AGE,6,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.2,,,70.3,68.1,9262,,53,"(47.522278629, -120.47001079)",2,None,,1,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.9,,,64.9,56.9,2579,65+,48,"(31.827240407, -99.426770206)",2,Age,6AGE,9,ADT1_1
2018,MO,Missouri,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.3,,,65,61.6,3862,,29,"(38.635790776, -92.566300053)",2,None,,1,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.8,,,70.6,65,1591,65+,35,"(34.520880952, -106.240580985)",2,Age,6AGE,9,ADT1_1
2018,WI,Wisconsin,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.7,,,76.7,68.7,581,45-54,55,"(44.393191174, -89.816370742)",2,Age,4AGE,7,ADT1_1
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,50.9,,,53.9,47.9,976,65+,28,"(32.745510099, -89.538030825)",2,Age,6AGE,9,ADT1_1
2018,NJ,New Jersey,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73,,,78.7,67.3,664,65+,34,"(40.130570048, -74.273691288)",2,Age,6AGE,9,ADT1_1
2018,ID,Idaho,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,55.6,,,61.5,49.7,238,25-34,16,"(43.682630005, -116.363730042)",2,Age,2AGE,5,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.1,,,64,56.2,641,55-64,47,"(35.68094058, -85.774490914)",2,Age,5AGE,8,ADT1_1
2018,UT,Utah,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75.9,,,78.6,73.2,1298,55-64,49,"(39.360700171, -111.587130635)",2,Age,5AGE,8,ADT1_1
2018,KY,Kentucky,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.9,,,63.6,60.2,5217,,21,"(37.645970271, -84.774971048)",2,None,,1,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,73.3,,,75.8,70.8,1295,45-54,53,"(47.522278629, -120.47001079)",2,Age,4AGE,7,ADT1_1
2018,GU,Guam,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.7,,,73.8,53.6,101,18-24,66,"(13.444304, 164.793731)",2,Age,1AGE,4,ADT1_1
2018,UT,Utah,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.5,,,68.3,62.7,1074,25-34,49,"(39.360700171, -111.587130635)",2,Age,2AGE,5,ADT1_1
2018,MT,Montana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.8,,,76.9,64.7,193,18-24,30,"(47.066528972, -109.424420645)",2,Age,1AGE,4,ADT1_1
2018,GU,Guam,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.2,,,61.8,54.6,1029,,66,"(13.444304, 164.793731)",2,None,,1,ADT1_1
2018,OH,Ohio,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.7,,,71.1,66.3,1957,55-64,39,"(40.060210141, -82.404260056)",2,Age,5AGE,8,ADT1_1
2018,PR,Puerto Rico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.3,,,63.6,57,830,65+,72,"(18.220833, -66.590149)",2,Age,6AGE,9,ADT1_1
2018,SD,South Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68,,,71.2,64.8,1872,65+,46,"(44.353130053, -100.373530637)",2,Age,6AGE,9,ADT1_1
2018,WV,West Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63,,,70.4,55.6,140,18-24,54,"(38.665510202, -80.712640135)",2,Age,1AGE,4,ADT1_1
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,47.7,,,51.2,44.2,627,55-64,28,"(32.745510099, -89.538030825)",2,Age,5AGE,8,ADT1_1
2018,ND,North Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.1,,,70.5,65.7,1671,65+,38,"(47.475319779, -100.118421049)",2,Age,6AGE,9,ADT1_1
2018,IA,Iowa,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.5,,,72.6,64.4,446,18-24,19,"(42.469400913, -93.816490556)",2,Age,1AGE,4,ADT1_1
2018,AL,Alabama,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,59,,,62.3,55.7,875,55-64,1,"(32.840571122, -86.631860762)",2,Age,5AGE,8,ADT1_1
2018,VA,Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,74.6,,,77.1,72.1,1620,55-64,51,"(37.542680674, -78.457890463)",2,Age,5AGE,8,ADT1_1
2018,CA,California,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.4,,,73.7,67.1,769,18-24,6,"(37.638640123, -120.999999538)",2,Age,1AGE,4,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.6,,,66.4,56.8,990,45-54,48,"(31.827240407, -99.426770206)",2,Age,4AGE,7,ADT1_1
2018,LA,Louisiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.1,,,60,56.2,3009,,22,"(31.312660644, -92.445680071)",2,None,,1,ADT1_1
2018,UT,Utah,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.4,,,74.9,69.9,1398,35-44,49,"(39.360700171, -111.587130635)",2,Age,3AGE,6,ADT1_1
2018,ME,Maine,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.3,,,70.6,64,953,45-54,23,"(45.254228894001, -68.985031336)",2,Age,4AGE,7,ADT1_1
2018,KS,Kansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.6,,,74.2,69,1155,45-54,20,"(38.3477403, -98.200781227)",2,Age,4AGE,7,ADT1_1
2018,GU,Guam,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.2,,,72.1,56.3,149,25-34,66,"(13.444304, 164.793731)",2,Age,2AGE,5,ADT1_1
2018,AZ,Arizona,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.4,,,67.8,59,680,45-54,4,"(34.86597028, -111.763811277)",2,Age,4AGE,7,ADT1_1
2018,AR,Arkansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.7,,,60.5,52.9,621,55-64,5,"(34.748650124, -92.274490743)",2,Age,5AGE,8,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61,,,65.9,56.1,1249,55-64,48,"(31.827240407, -99.426770206)",2,Age,5AGE,8,ADT1_1
2018,ID,Idaho,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.2,,,75.5,66.9,476,55-64,16,"(43.682630005, -116.363730042)",2,Age,5AGE,8,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70,,,73.2,66.8,1001,55-64,35,"(34.520880952, -106.240580985)",2,Age,5AGE,8,ADT1_1
2018,OK,Oklahoma,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.1,,,65.7,60.5,1303,65+,40,"(35.472031356, -97.521070214)",2,Age,6AGE,9,ADT1_1
2018,KY,Kentucky,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.9,,,77.1,66.7,388,18-24,21,"(37.645970271, -84.774971048)",2,Age,1AGE,4,ADT1_1
2018,NE,Nebraska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.1,,,68.3,59.9,602,18-24,31,"(41.641040988001, -99.365720623)",2,Age,1AGE,4,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.3,,,70.1,58.5,451,18-24,48,"(31.827240407, -99.426770206)",2,Age,1AGE,4,ADT1_1
2018,MA,Massachusetts,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,74.4,,,75.8,73,5039,,25,"(42.27687047, -72.082690675)",2,None,,1,ADT1_1
2018,HI,Hawaii,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.8,,,74.3,67.3,626,25-34,15,"(21.304850435, -157.857749403)",2,Age,2AGE,5,ADT1_1
2018,MS,Mississippi,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.4,,,58.3,50.5,506,45-54,28,"(32.745510099, -89.538030825)",2,Age,4AGE,7,ADT1_1
