Year,LocationAbbr,LocationDesc,Category,Indicator,Response,Datasource,Data_Value_Unit,Data_Value_Type,Data_Value,High_Confidence_Interval,Low_Confidence_Interval,SampleSize,Break_Out,LocationID,GeoLocation,SortUSFirst,Break_Out_Category,Break_Out_ID,SortBreakOutID,IndicatorID
2018,DC,District Columbia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75.9,83,68.8,144,Hispanic,11,"(38.890371385, -77.031961127)",2,Race,3RACE,12,ADT1_1
2018,DE,Delaware,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.5,72.5,68.5,2490,White,10,"(39.008830667, -75.577741168)",2,Race,1RACE,10,ADT1_1
2018,MN,Minnesota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.6,70.3,60.9,337,Black,27,"(46.355648736, -94.794200503)",2,Race,2RACE,11,ADT1_1
2018,IA,Iowa,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.8,72.9,70.7,5898,White,19,"(42.469400913, -93.816490556)",2,Race,1RACE,10,ADT1_1
2018,SC,South Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.2,60.1,54.3,1548,Black,45,"(33.998821303, -81.045371207)",2,Race,2RACE,11,ADT1_1
2018,PR,Puerto Rico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.5,71.2,67.8,3334,Hispanic,72,"(18.220833, -66.590149)",2,Race,3RACE,12,ADT1_1
2018,IA,Iowa,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.6,72.6,62.6,264,Hispanic,19,"(42.469400913, -93.816490556)",2,Race,3RACE,12,ADT1_1
2018,CA,California,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.3,72.7,57.9,196,MultiRacial,6,"(37.638640123, -120.999999538)",2,Race,5RACE,16,ADT1_1
2018,HI,Hawaii,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.3,67.6,57,445,Hispanic,15,"(21.304850435, -157.857749403)",2,Race,3RACE,12,ADT1_1
2018,ND,North Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.5,84.5,50.5,35,MultiRacial,38,"(47.475319779, -100.118421049)",2,Race,5RACE,16,ADT1_1
2018,CT,Connecticut,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.9,74,65.8,524,Black,9,"(41.56266102, -72.649840952)",2,Race,2RACE,11,ADT1_1
2018,MI,Michigan,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.5,67.5,53.5,181,Hispanic,26,"(44.661319543001, -84.71439027)",2,Race,3RACE,12,ADT1_1
2018,HI,Hawaii,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.8,73.4,66.2,879,MultiRacial,15,"(21.304850435, -157.857749403)",2,Race,5RACE,16,ADT1_1
2018,NY,New York,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.2,76.4,64,361,MultiRacial,36,"(42.827001032, -75.543970427)",2,Race,5RACE,16,ADT1_1
2018,MA,Massachusetts,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.2,72.3,62.1,356,Hispanic,25,"(42.27687047, -72.082690675)",2,Race,3RACE,12,ADT1_1
2018,US,United States,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,59.1,60.1,58.1,22204,Hispanic,US,,2,Race,3RACE,12,ADT1_1
2018,WI,Wisconsin,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.1,79.6,42.6,35,MultiRacial,55,"(44.393191174, -89.816370742)",2,Race,5RACE,16,ADT1_1
2018,RI,Rhode Island,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.1,75,57.2,137,Black,44,"(41.708280193, -71.522470314)",2,Race,2RACE,11,ADT1_1
2018,WV,West Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,45.5,57.3,33.7,58,Black,54,"(38.665510202, -80.712640135)",2,Race,2RACE,11,ADT1_1
2018,VA,Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.5,75,56,128,MultiRacial,51,"(37.542680674, -78.457890463)",2,Race,5RACE,16,ADT1_1
2018,WI,Wisconsin,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54,63.4,44.6,90,Hispanic,55,"(44.393191174, -89.816370742)",2,Race,3RACE,12,ADT1_1
2018,KY,Kentucky,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.4,70.4,44.4,60,Hispanic,21,"(37.645970271, -84.774971048)",2,Race,3RACE,12,ADT1_1
2018,GU,Guam,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,81.3,90.1,72.5,129,White,66,"(13.444304, 164.793731)",2,Race,1RACE,10,ADT1_1
2018,OH,Ohio,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.7,68.3,59.1,500,Black,39,"(40.060210141, -82.404260056)",2,Race,2RACE,11,ADT1_1
2018,MD,Maryland,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,59.1,61.5,56.7,1948,Black,24,"(39.290580964, -76.609260111)",2,Race,2RACE,11,ADT1_1
2018,NJ,New Jersey,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,57.4,64.7,50.1,262,Hispanic,34,"(40.130570048, -74.273691288)",2,Race,3RACE,12,ADT1_1
2018,MO,Missouri,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,53.2,65.5,40.9,64,Hispanic,29,"(38.635790776, -92.566300053)",2,Race,3RACE,12,ADT1_1
2018,AK,Alaska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.1,83.6,60.6,71,Hispanic,2,"(64.845079957001, -147.722059036)",2,Race,3RACE,12,ADT1_1
2018,SC,South Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.8,61.8,47.8,181,Hispanic,45,"(33.998821303, -81.045371207)",2,Race,3RACE,12,ADT1_1
2018,OR,Oregon,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.1,72.1,54.1,127,MultiRacial,41,"(44.567449424, -120.155031326)",2,Race,5RACE,16,ADT1_1
2018,AZ,Arizona,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.6,78.9,54.3,76,MultiRacial,4,"(34.86597028, -111.763811277)",2,Race,5RACE,16,ADT1_1
2018,IL,Illinois,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61,65.7,56.3,412,Black,17,"(40.485010283, -88.997710178)",2,Race,2RACE,11,ADT1_1
2018,MO,Missouri,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.6,66.5,62.7,3317,White,29,"(38.635790776, -92.566300053)",2,Race,1RACE,10,ADT1_1
2018,LA,Louisiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,51.9,55.9,47.9,652,Black,22,"(31.312660644, -92.445680071)",2,Race,2RACE,11,ADT1_1
2018,GU,Guam,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67,79,55,100,Hispanic,66,"(13.444304, 164.793731)",2,Race,3RACE,12,ADT1_1
2018,MN,Minnesota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.2,62.5,53.9,401,Hispanic,27,"(46.355648736, -94.794200503)",2,Race,3RACE,12,ADT1_1
2018,KS,Kansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,68.6,69.8,67.4,6521,White,20,"(38.3477403, -98.200781227)",2,Race,1RACE,10,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,42.8,55.3,30.3,59,Hispanic,47,"(35.68094058, -85.774490914)",2,Race,3RACE,12,ADT1_1
2018,AR,Arkansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.6,60.8,56.4,2528,White,5,"(34.748650124, -92.274490743)",2,Race,1RACE,10,ADT1_1
2018,OH,Ohio,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,52.2,62.3,42.1,114,MultiRacial,39,"(40.060210141, -82.404260056)",2,Race,5RACE,16,ADT1_1
2018,AR,Arkansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,51.7,57.2,46.2,444,Black,5,"(34.748650124, -92.274490743)",2,Race,2RACE,11,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.1,63.8,56.4,594,Hispanic,53,"(47.522278629, -120.47001079)",2,Race,3RACE,12,ADT1_1
2018,MA,Massachusetts,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.1,80.9,61.3,77,MultiRacial,25,"(42.27687047, -72.082690675)",2,Race,5RACE,16,ADT1_1
2018,GA,Georgia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.4,67.8,49,82,MultiRacial,13,"(32.839681093, -83.627580346)",2,Race,5RACE,16,ADT1_1
2018,OK,Oklahoma,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.6,62.9,46.3,145,MultiRacial,40,"(35.472031356, -97.521070214)",2,Race,5RACE,16,ADT1_1
2018,US,United States,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.5,61.5,59.5,20793,Black,US,,2,Race,2RACE,11,ADT1_1
2018,AL,Alabama,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.4,79.1,51.7,59,Hispanic,1,"(32.840571122, -86.631860762)",2,Race,3RACE,12,ADT1_1
2018,GA,Georgia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,59.3,61.9,56.7,1311,Black,13,"(32.839681093, -83.627580346)",2,Race,2RACE,11,ADT1_1
2018,NV,Nevada,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.8,70.6,65,1426,White,32,"(39.49324039, -117.071840564)",2,Race,1RACE,10,ADT1_1
2018,RI,Rhode Island,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.4,68.2,56.6,262,Hispanic,44,"(41.708280193, -71.522470314)",2,Race,3RACE,12,ADT1_1
2018,NY,New York,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,64.8,67.3,62.3,1815,Hispanic,36,"(42.827001032, -75.543970427)",2,Race,3RACE,12,ADT1_1
2018,NM,New Mexico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,70.7,72.8,68.6,2461,White,35,"(34.520880952, -106.240580985)",2,Race,1RACE,10,ADT1_1
2018,PR,Puerto Rico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,0,MultiRacial,72,"(18.220833, -66.590149)",2,Race,5RACE,16,ADT1_1
2018,MI,Michigan,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.8,73.2,58.4,147,MultiRacial,26,"(44.661319543001, -84.71439027)",2,Race,5RACE,16,ADT1_1
2018,PA,Pennsylvania,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.9,79.5,54.3,53,MultiRacial,42,"(40.793730152, -77.860700294)",2,Race,5RACE,16,ADT1_1
2018,KY,Kentucky,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.3,64.1,60.5,4404,White,21,"(37.645970271, -84.774971048)",2,Race,1RACE,10,ADT1_1
2018,AZ,Arizona,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.2,64.3,44.1,96,Black,4,"(34.86597028, -111.763811277)",2,Race,2RACE,11,ADT1_1
2018,DC,District Columbia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,59.2,72.1,46.3,55,MultiRacial,11,"(38.890371385, -77.031961127)",2,Race,5RACE,16,ADT1_1
2018,KY,Kentucky,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.2,68.5,53.9,521,Black,21,"(37.645970271, -84.774971048)",2,Race,2RACE,11,ADT1_1
2018,IN,Indiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.6,67.2,64,4211,White,18,"(39.766910452, -86.149960194)",2,Race,1RACE,10,ADT1_1
2018,IN,Indiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,55.6,60.8,50.4,330,Black,18,"(39.766910452, -86.149960194)",2,Race,2RACE,11,ADT1_1
2018,NV,Nevada,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.5,72.3,54.7,83,Black,32,"(39.49324039, -117.071840564)",2,Race,2RACE,11,ADT1_1
2018,PR,Puerto Rico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,17,White,72,"(18.220833, -66.590149)",2,Race,1RACE,10,ADT1_1
2018,CO,Colorado,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,59.1,67.2,51,130,Black,8,"(38.843840757, -106.133610921)",2,Race,2RACE,11,ADT1_1
2018,LA,Louisiana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.2,67.9,48.5,88,Hispanic,22,"(31.312660644, -92.445680071)",2,Race,3RACE,12,ADT1_1
2018,ME,Maine,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,46.5,58.4,34.6,102,MultiRacial,23,"(45.254228894001, -68.985031336)",2,Race,5RACE,16,ADT1_1
2018,MD,Maryland,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,67.4,74.6,60.2,170,MultiRacial,24,"(39.290580964, -76.609260111)",2,Race,5RACE,16,ADT1_1
2018,TN,Tennessee,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.8,62.4,51.2,312,Black,47,"(35.68094058, -85.774490914)",2,Race,2RACE,11,ADT1_1
2018,NJ,New Jersey,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,19,MultiRacial,34,"(40.130570048, -74.273691288)",2,Race,5RACE,16,ADT1_1
2018,NC,North Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.5,74.7,46.3,41,MultiRacial,37,"(35.466220975, -79.159250463)",2,Race,5RACE,16,ADT1_1
2018,AZ,Arizona,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,66.8,68.8,64.8,3653,White,4,"(34.86597028, -111.763811277)",2,Race,1RACE,10,ADT1_1
2018,PR,Puerto Rico,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,2,Black,72,"(18.220833, -66.590149)",2,Race,2RACE,11,ADT1_1
2018,CO,Colorado,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.5,72.8,70.2,4870,White,8,"(38.843840757, -106.133610921)",2,Race,1RACE,10,ADT1_1
2018,MO,Missouri,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,59.9,66,53.8,316,Black,29,"(38.635790776, -92.566300053)",2,Race,2RACE,11,ADT1_1
2018,VA,Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.8,69.1,62.5,1013,Black,51,"(37.542680674, -78.457890463)",2,Race,2RACE,11,ADT1_1
2018,ME,Maine,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.7,67.2,64.2,6818,White,23,"(45.254228894001, -68.985031336)",2,Race,1RACE,10,ADT1_1
2018,NE,Nebraska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,51.6,64.3,38.9,56,MultiRacial,31,"(41.641040988001, -99.365720623)",2,Race,5RACE,16,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,54.7,58.6,50.8,1306,Hispanic,48,"(31.827240407, -99.426770206)",2,Race,3RACE,12,ADT1_1
2018,KS,Kansas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.3,68,56.6,259,Black,20,"(38.3477403, -98.200781227)",2,Race,2RACE,11,ADT1_1
2018,WA,Washington,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.1,72.3,69.9,7642,White,53,"(47.522278629, -120.47001079)",2,Race,1RACE,10,ADT1_1
2018,SC,South Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56.6,68.1,45.1,93,MultiRacial,45,"(33.998821303, -81.045371207)",2,Race,5RACE,16,ADT1_1
2018,IL,Illinois,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,56,60.1,51.9,445,Hispanic,17,"(40.485010283, -88.997710178)",2,Race,3RACE,12,ADT1_1
2018,ND,North Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.5,71.3,67.7,3667,White,38,"(47.475319779, -100.118421049)",2,Race,1RACE,10,ADT1_1
2018,IL,Illinois,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,72.1,74,70.2,2499,White,17,"(40.485010283, -88.997710178)",2,Race,1RACE,10,ADT1_1
2018,IL,Illinois,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,58.2,72.5,43.9,40,MultiRacial,17,"(40.485010283, -88.997710178)",2,Race,5RACE,16,ADT1_1
2018,SD,South Dakota,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,28,Black,46,"(44.353130053, -100.373530637)",2,Race,2RACE,11,ADT1_1
2018,VA,Virginia,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62.4,67.5,57.3,364,Hispanic,51,"(37.542680674, -78.457890463)",2,Race,3RACE,12,ADT1_1
2018,KY,Kentucky,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,53.6,68.9,38.3,71,MultiRacial,21,"(37.645970271, -84.774971048)",2,Race,5RACE,16,ADT1_1
2018,NJ,New Jersey,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,80,82.9,77.1,1550,White,34,"(40.130570048, -74.273691288)",2,Race,1RACE,10,ADT1_1
2018,MT,Montana,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,62,75.3,48.7,71,Hispanic,30,"(47.066528972, -109.424420645)",2,Race,3RACE,12,ADT1_1
2018,AK,Alaska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.7,74.5,68.9,1381,White,2,"(64.845079957001, -147.722059036)",2,Race,1RACE,10,ADT1_1
2018,RI,Rhode Island,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,75,76.9,73.1,3489,White,44,"(41.708280193, -71.522470314)",2,Race,1RACE,10,ADT1_1
2018,PA,Pennsylvania,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,61.1,66.1,56.1,403,Black,42,"(40.793730152, -77.860700294)",2,Race,2RACE,11,ADT1_1
2018,OH,Ohio,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,65.1,74,56.2,131,Hispanic,39,"(40.060210141, -82.404260056)",2,Race,3RACE,12,ADT1_1
2018,TX,Texas,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,63.3,75.9,50.7,100,MultiRacial,48,"(31.827240407, -99.426770206)",2,Race,5RACE,16,ADT1_1
2018,HI,Hawaii,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,77.6,79.9,75.3,2052,White,15,"(21.304850435, -157.857749403)",2,Race,1RACE,10,ADT1_1
2018,US,United States,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,69.7,70,69.4,228248,White,US,,2,Race,1RACE,10,ADT1_1
2018,AL,Alabama,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,55.2,58.4,52,908,Black,1,"(32.840571122, -86.631860762)",2,Race,2RACE,11,ADT1_1
2018,NV,Nevada,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,71.7,83.1,60.3,77,MultiRacial,32,"(39.49324039, -117.071840564)",2,Race,5RACE,16,ADT1_1
2018,AK,Alaska,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,,0,0,28,Black,2,"(64.845079957001, -147.722059036)",2,Race,2RACE,11,ADT1_1
2018,NC,North Carolina,Adult,Adults aged 18+ who have visited a dentist or dental clinic in the past year,Yes,BRFSS,%,Crude Prevalence,60.1,64.2,56,507,Black,37,"(35.466220975, -79.159250463)",2,Race,2RACE,11,ADT1_1
